Item Catagory,Item Description,Item Name,Sell,image
Building Materials,Cement Dye,Can 1Kg Powder Cement Dye-Red,£7.95,https://sahildudhat.com/hyp-images/Can-1Kg-Powder-Cement-Dye-Buff_1754479895511_679.jpg
Building Materials,Cement Dye,Can 1Kg Powder Cement Dye-Black,£7.95,https://sahildudhat.com/hyp-images/Can-1Kg-Powder-Cement-Dye-Buff_1754479895511_679.jpg
Building Materials,Screeding And Floor Levelling Compound,12mm Screed Fibre 910g,£10.95,https://sahildudhat.com/hyp-images/12mm-Screed-Fibre-910g_1754479895630_84.png
Building Materials,Screeding And Floor Levelling Compound,Levelmaster Self-Levelling Compound 20kg,£12.95,https://sahildudhat.com/hyp-images/12mm-Screed-Fibre-910g_1754479895630_84.png
Building Materials,Floor Insulation,25mm PIR Insulation 8’X4′,£14.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,50mm PIR Insulation 8’X4′,£20.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,70mm PIR Insulation 8’X4′,£28.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,90mm PIR Insulation 8’X4′,£32.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,100mm PIR Insulation 8’X4′,£34.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,120mm PIR Insulation 8’X4′,£44.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,150mm PIR Insulation 8’X4′,£54.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,Jablite 75mm 8’X4′,£19.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,Jablite 125mm 8’X4′,£32.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,Jablite 100mm 8’X4′,£26.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Floor Insulation,8 X 4 50MM Claylite,£15.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Acoustic Insulation,25mm Superglass Acoustic Partition Insulation Roll (27m2 Per Roll),£44.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Acoustic Insulation,50mm Superglass Acoustic Partition Insulation Roll (15.60m2 Per Roll),£44.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Acoustic Insulation,100mm Superglass Acoustic Partition Insulation Roll (11.40m2 Per Roll),£44.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Acoustic Insulation,100mm Rockwool RWA45 600mm x 1200mm (2.88m2),£29.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Cavity Insulation,90mm Eurowall Insulation 1200x460 Tongue&Groove 4 sides,£12.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Cavity Insulation,75mm Superglass Superwall 36 Cavity Batt 1200mmx455m (5.46m2),£32.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Cavity Insulation,100mm Superglass Superwall 36 Cavity Batt 1200mmx455m (4.37m2),£32.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Cavity Insulation,150mm Superglass Superwall 36 Cavity Batt 1200mmx455m (3.28m2),£34.95,https://sahildudhat.com/hyp-images/25mm-PIR-Insulation-8-X4-_1754479895769_239.jpg
Building Materials,Loft Insulation,100mm Superglass Multi-Roll Loft Roll Insulation (12.12m2 Per Roll),£29.95,https://sahildudhat.com/hyp-images/100mm-Superglass-Multi-Roll-Loft-Roll-Insulation--12-12m2-Per-Roll-_1754479895976_236.png
Building Materials,Loft Insulation,150mm Superglass Multi-Roll Loft Roll Insulation (7.71m2 Per Roll),£29.95,https://sahildudhat.com/hyp-images/100mm-Superglass-Multi-Roll-Loft-Roll-Insulation--12-12m2-Per-Roll-_1754479895976_236.png
Building Materials,Loft Insulation,200mm Superglass Multi-Roll Loft Roll Insulation (5.63m2 Per Roll),£29.95,https://sahildudhat.com/hyp-images/100mm-Superglass-Multi-Roll-Loft-Roll-Insulation--12-12m2-Per-Roll-_1754479895976_236.png
Building Materials,Cavity Tray,150mm Cav Frstop 1hrfr Cavity Stop Sock 1200mm,£8.95,https://sahildudhat.com/hyp-images/150mm-Cav-Frstop-1hrfr-Cavity-Stop-Sock-1200mm_1754479896131_633.png
Building Materials,Cavity Tray,100mm Cav Frstop 1hrfr Cavity Stop Sock 1200mm,£5.95,https://sahildudhat.com/hyp-images/150mm-Cav-Frstop-1hrfr-Cavity-Stop-Sock-1200mm_1754479896131_633.png
Building Materials,Cavity Tray,100-150 Cav Thermo-loc Platinum Multi Closer 2.4m,£14.95,https://sahildudhat.com/hyp-images/150mm-Cav-Frstop-1hrfr-Cavity-Stop-Sock-1200mm_1754479896131_633.png
Building Materials,Cavity Tray,50-100 Cav Thermo-loc Platinum Multi Closer 2.4m,£11.95,https://sahildudhat.com/hyp-images/150mm-Cav-Frstop-1hrfr-Cavity-Stop-Sock-1200mm_1754479896131_633.png
Building Materials,,WEBER Reinforcement Mesh Cloth Standard 50 x 1.0m,£95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,WEBEREND OCR One Coat Render 25Kg,£12.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,WEBER Rend-Aid 25Kg TE,£35,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,WEBER Accelerator Monocouche 20 Litre,£65,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Stone Grey Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Graphite Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Granite Grey Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Pearl Grey Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Ivory Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Silver Pearl Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,,Chalk Weberpral M Decorative Render 25kg Bag,£16.95,https://sahildudhat.com/hyp-images/WEBER-Reinforcement-Mesh-Cloth-Standard-50-x-1-0m_1754479896398_215.jpg
Building Materials,Plasterboard,12.5mm Standard Plasterboard 2400mm X 1200mm Tapered Edge,£9.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,12.5mm Soundblock Plasterboard T/E 2400mm x 1200mm,£14.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,12.5mm Fire Resistant Plasterboard T/E 2400mm x 1200mm,£14.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,12.5mm Moisture Resistant Plasterboard T/E 2400mm x 1200mm,£15.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,12.5mm Foil Back Vapour Plasterboard T/E 2400mm x 1200mm,£14.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,12.5mm Standard Plasterboard S/E 1800mm x 900mm,£6.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,15mm Soundblock Plasterboard T/E 2400mm x 1200mm,£16.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,15mm Fire Resistant Plasterboard T/E 15mm2400mm x 1200mm,£16.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,8' x 4' x 40mm Thermal EPS Board T/E,£27.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,8' x 4' x 50mm Thermal EPS Board T/E,£29.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,PIR Plasterboard Laminate1200mmx2400mm - 62.5mm,£56.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plasterboard,PIR Plasterboard Laminate1200mmx2400mm - 37.5mm,£46.95,https://sahildudhat.com/hyp-images/12-5mm-Standard-Plasterboard-2400mm-X-1200mm-Tapered-Edge_1754479896519_190.jpg
Building Materials,Plaster,Hardwall 25Kg,£12.95,https://sahildudhat.com/hyp-images/Hardwall-25Kg_1754479896642_273.jpg
Building Materials,Plaster,Bonding Coat 25Kg,£12.95,https://sahildudhat.com/hyp-images/Hardwall-25Kg_1754479896642_273.jpg
Building Materials,Plaster,Multifinish 25Kg,£9.95,https://sahildudhat.com/hyp-images/Hardwall-25Kg_1754479896642_273.jpg
Building Materials,Plastering Tape & Adhesive,Roll 900MM X 50M Render Mesh,£49.95,https://sahildudhat.com/hyp-images/Roll-900MM-X-50M-Render-Mesh_1754479896780_593.jpg
Building Materials,Plastering Tape & Adhesive,Dry Wall Adhesive 25Kg,£10.95,https://sahildudhat.com/hyp-images/Roll-900MM-X-50M-Render-Mesh_1754479896780_593.jpg
Building Materials,Plastering Tape & Adhesive,Scrim Tape 45MTR Roll 96mm,£7.95,https://sahildudhat.com/hyp-images/Roll-900MM-X-50M-Render-Mesh_1754479896780_593.jpg
Building Materials,Plastering Tape & Adhesive,Scrim Tape 90MTR Roll 50mm,£5.95,https://sahildudhat.com/hyp-images/Roll-900MM-X-50M-Render-Mesh_1754479896780_593.jpg
Building Materials,Suspended Ceiling Frames & Fixings,MF9 Clips (Per 200),£24.95,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Suspended Ceiling Frames & Fixings,25mm x 25mm x 0.7 Ceiling Angle 3.6m,£3.10,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Suspended Ceiling Frames & Fixings,MF7 Primary Channel (Mainbar) 3.6m,£4.18,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Suspended Ceiling Frames & Fixings,MF6a Perimeter Channel (Perimeter) 3.6m,£3.16,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Suspended Ceiling Frames & Fixings,MF5 Ceiling Furring 3.6m (Tophat),£4.80,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Suspended Ceiling Frames & Fixings,Resilient Bar 3m,£3.96,https://sahildudhat.com/hyp-images/MF9-Clips--Per-200-_1754479896930_991.jpg
Building Materials,Metal Stud Partitioning,72mm U Track 3m,£3.90,https://sahildudhat.com/hyp-images/72mm-U-Track-3m_1754479897155_592.jpg
Building Materials,Metal Stud Partitioning,70mm C Track 3m,£4.80,https://sahildudhat.com/hyp-images/72mm-U-Track-3m_1754479897155_592.jpg
Building Materials,Tile Backing Boards,6mm PrePrimed NoMorePly Board (1200x600x6mm),£16.95,https://sahildudhat.com/hyp-images/6mm-PrePrimed-NoMorePly-Board--1200x600x6mm-_1754479897280_508.png
Building Materials,Tile Backing Boards,STS Construction Board 2400mm x 1200mm x 12mm,£65,https://sahildudhat.com/hyp-images/6mm-PrePrimed-NoMorePly-Board--1200x600x6mm-_1754479897280_508.png
Building Materials,Tile Backing Boards,STS Construction Board 1200x800x12mm,£16.95,https://sahildudhat.com/hyp-images/6mm-PrePrimed-NoMorePly-Board--1200x600x6mm-_1754479897280_508.png
Building Materials,Plastering Fillers,Prem Fill & Finish 15Kg,£24.95,https://sahildudhat.com/hyp-images/Prem-Fill---Finish-15Kg_1754479897446_323.jpg
Building Materials,GRP,140mm X 21mm Consolidating Paddle Roller,£8.50,https://sahildudhat.com/hyp-images/140mm-X-21mm-Consolidating-Paddle-Roller_1754479897573_945.png
Building Materials,GRP,70mm X 21mm Consolidating Paddle Roller,£6.50,https://sahildudhat.com/hyp-images/140mm-X-21mm-Consolidating-Paddle-Roller_1754479897573_945.png
